Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category
KHAN JUICE CORNER,N/A,N/A,30.710604,76.745082,Restaurant,Bar
Drunker's heaven,4.4,-14,30.707475,76.757704,Restaurant,Pub
Ocean View Restaurant- A Venture of J.P. Hospitality and Services,4.5,-295,30.701787,76.727769,Restaurant,Buffet
Royalty a Family Restaurant veg. & non veg,4.4,-31,30.694868,76.73289,Restaurant,Buffet
PindStop Restaurant,4.4,-7,30.695201,76.731829,Restaurant,Buffet
Golden Bowl,3.9,-184,30.694469,76.732469,Restaurant,Buffet
Captain Sam's Pizza Phase 7,4.2,-84,30.701929,76.72766,Restaurant,Buffet
Pizza Galleria,3.8,-193,30.710961,76.753848,Restaurant,Pizzeria
special pizza,5,-24,30.708948,76.751515,Restaurant,Pizzeria
LaPinic,N/A,N/A,30.710944,76.753848,Restaurant,Pizzeria
HF Super Ice Cream Parlour,4.5,-194,30.702169,76.727451,Restaurant,Ice Cream Parlor
Baba Ice Cream Parlour,5,-15,30.70293,76.727162,Restaurant,Ice Cream Parlor
Giani Ice cream,4.2,-5,30.702539,76.729281,Restaurant,Ice Cream Parlor
Krafty cones,5,-39,30.700518,76.765787,Restaurant,Ice Cream Parlor
Sundae Faulda,N/A,N/A,30.694763,76.740523,Restaurant,Ice Cream Parlor
Burger Point,3.8,-79,30.716223,76.744681,Restaurant,Fast Food
Nikhil 2 Food Point,5,-1,30.713795,76.739371,Restaurant,Fast Food
Town's King Fast Food,3.3,-76,30.714416,76.751756,Restaurant,Fast Food
Parminder Fast Food,N/A,N/A,30.716658,76.745955,Restaurant,Fast Food
Parmjeet Fast Food,N/A,N/A,30.716595,76.745965,Restaurant,Fast Food
PunChin,4.5,-364,30.719526,76.729693,Restaurant,Fine Dining
7 West world Cuisine,2.3,-3,30.721641,76.75024,Restaurant,Fine Dining
Spice Route Restaurant Mohali,3.9,-17,30.7291,76.721496,Restaurant,Fine Dining
Darbar Restaurant,4.4,-260,30.69249,76.711637,Restaurant,Fine Dining
theCafe@JW,4.4,-157,30.726723,76.766505,Restaurant,Fine Dining
Sandeep Cafe,N/A,N/A,30.716265,76.745796,Restaurant,Cafe
Harish Cafe,N/A,N/A,30.717463,76.745375,Restaurant,Cafe
BALWINDER CAFE,N/A,N/A,30.716528,76.745951,Restaurant,Cafe
Shamsher Cafe,N/A,N/A,30.716508,76.746002,Restaurant,Cafe
Maninder Tea Cafe,N/A,N/A,30.716293,76.746204,Restaurant,Cafe
Classic 44 - The Premium Bakings,4.1,-692,30.714891,76.751646,Restaurant,Bakery
Classic Bakery,4.4,-57,30.716989,76.737086,Restaurant,Bakery
Naina's Bakery Home Bakery in Chandigarh,N/A,N/A,30.73228,76.770713,Restaurant,Bakery
NIK BAKER'S,4.3,"-2,431",30.72159,76.760199,Restaurant,Bakery
petitebakerina,5,-52,30.717123,76.757229,Restaurant,Bakery
City Buzz Reloaded | Late Night Restaurant | Late Night Bar | Best Restaurant,3.9,-104,30.717009,76.752769,Restaurant,Bar
7 West Lounge Bar,4,-20,30.717143,76.752989,Restaurant,Bar
Bottoms Up,4,-83,30.713097,76.751858,Restaurant,Bar
Drunker's heaven,4.4,-14,30.707475,76.757704,Restaurant,Bar
Chandigarh,N/A,N/A,30.713199,76.750244,Restaurant,Bar
Wild West Pub and Bar,4.1,-331,30.724778,76.765238,Restaurant,Pub
Peddlers,4.1,"-2,094",30.720885,76.758999,Restaurant,Pub
CELLAR,4.2,-861,30.722144,76.760892,Restaurant,Pub
Bottoms Up,4,-83,30.713097,76.751858,Restaurant,Pub
City Buzz Reloaded | Late Night Restaurant | Late Night Bar | Best Restaurant,3.9,-104,30.717009,76.752769,Restaurant,Pub
Food69,4.9,-26,30.715107,76.742633,Restaurant,Food Truck
Pav Bhaji Expresss,3.2,-36,30.718461,76.766096,Restaurant,Food Truck
Katani Buffet,3.5,-98,30.711587,76.719686,Restaurant,Buffet
Buffet Hut Mohali,4,"-2,863",30.695763,76.71859,Restaurant,Buffet
Buffet Punjab Express,3.8,-128,30.714233,76.718056,Restaurant,Buffet
Brar Buffet and Dhaba,4.2,-714,30.702836,76.726915,Restaurant,Buffet
Buffet 35,3.6,-124,30.724306,76.764494,Restaurant,Buffet
La Pino'z Pizza Sector-44,4,-231,30.715128,76.751166,Restaurant,Pizzeria
Pizza Galleria,3.8,-193,30.710961,76.753848,Restaurant,Pizzeria
Chicago delights pizza- sector 35 chandigarh,3.9,-12,30.724128,76.759951,Restaurant,Pizzeria
Pizza Place,4.7,-512,30.700105,76.71456,Restaurant,Pizzeria
Fratelli's Pizzeria and Trattoria,4.6,-79,30.692023,76.711961,Restaurant,Pizzeria
HF Super Ice Cream Parlour,4.5,-194,30.702169,76.727451,Restaurant,Ice Cream Parlor
Baskin Robbins,4.2,-177,30.720771,76.758858,Restaurant,Ice Cream Parlor
3 not 3 ice cream cafe,4.8,-731,30.721925,76.760588,Restaurant,Ice Cream Parlor
Baba Ice Cream Parlour,5,-15,30.70293,76.727162,Restaurant,Ice Cream Parlor
nic ice cream,4.4,-14,30.722785,76.727659,Restaurant,Ice Cream Parlor
Rakesh Fast Food,N/A,N/A,30.726021,76.755482,Restaurant,Fast Food
Parminder Fast Food,N/A,N/A,30.716658,76.745955,Restaurant,Fast Food
Parmjeet Fast Food,N/A,N/A,30.716595,76.745965,Restaurant,Fast Food
Varinder Singh,N/A,N/A,N/A,N/A,Restaurant,Fast Food
mohd kasim fast food,N/A,N/A,30.716794,76.745866,Restaurant,Fast Food
PunChin,4.5,-364,30.719526,76.729693,Restaurant,Fine Dining
7 West world Cuisine,2.3,-3,30.721641,76.75024,Restaurant,Fine Dining
Spice Route Restaurant Mohali,3.9,-17,30.7291,76.721496,Restaurant,Fine Dining
TheChef43,3.5,-825,30.717202,76.744036,Restaurant,Fine Dining
Oven Roast & Grill,4.5,-673,30.720549,76.758557,Restaurant,Fine Dining
Harish Cafe,N/A,N/A,30.717463,76.745375,Restaurant,Cafe
BALWINDER CAFE,N/A,N/A,30.716528,76.745951,Restaurant,Cafe
Shamsher Cafe,N/A,N/A,30.716508,76.746002,Restaurant,Cafe
Gayadeen G,N/A,N/A,30.716536,76.745955,Restaurant,Cafe
Satnam Singh,N/A,N/A,30.719097,76.753173,Restaurant,Cafe
Bakers Bite Cafe,4.5,-150,30.726054,76.758585,Restaurant,Bakery
Monica's Puddings & Pies,3.5,-151,30.720777,76.758868,Restaurant,Bakery
Classic Bakery,4.4,-57,30.716989,76.737086,Restaurant,Bakery
NIK BAKER'S,4.3,"-2,431",30.72159,76.760199,Restaurant,Bakery
The Crown Patisserie - Cake Studio,3.7,-47,30.728216,76.758615,Restaurant,Bakery
City Buzz Reloaded | Late Night Restaurant | Late Night Bar | Best Restaurant,3.9,-104,30.717009,76.752769,Restaurant,Bar
7 West Lounge Bar,4,-20,30.717143,76.752989,Restaurant,Bar
Peddlers,4.1,"-2,094",30.720885,76.758999,Restaurant,Bar
Wine and beer shop,4.3,-40,30.726112,76.751283,Restaurant,Bar
Shivam goswami,5,-3,30.720536,76.747552,Restaurant,Bar
Wild West Pub and Bar,4.1,-331,30.724778,76.765238,Restaurant,Pub
Peddlers,4.1,"-2,094",30.720885,76.758999,Restaurant,Pub
CELLAR,4.2,-861,30.722144,76.760892,Restaurant,Pub
Bottoms Up,4,-83,30.713097,76.751858,Restaurant,Pub
35 Brewhouse,4.3,-72,30.726969,76.766958,Restaurant,Pub
Food69,4.9,-26,30.715107,76.742633,Restaurant,Food Truck
Pav Bhaji Expresss,3.2,-36,30.718461,76.766096,Restaurant,Food Truck
Green Dot Expeditions,4.9,-63,30.729904,76.766987,Restaurant,Food Truck
Katani Buffet,3.5,-98,30.711587,76.719686,Restaurant,Buffet
Buffet Punjab Express,3.8,-128,30.714233,76.718056,Restaurant,Buffet
Buffet 35,3.6,-124,30.724306,76.764494,Restaurant,Buffet
Buffet Hut Mohali,4,"-2,863",30.695763,76.71859,Restaurant,Buffet
Temptation,4.3,-7,30.728649,76.758292,Restaurant,Buffet
"Domino's Pizza - Sector 35, Chandigarh",4.2,"-4,834",30.719774,76.757239,Restaurant,Pizzeria
Baskin Robbins,4.2,-177,30.720771,76.758858,Restaurant,Ice Cream Parlor
3 not 3 ice cream cafe,4.8,-731,30.721925,76.760588,Restaurant,Ice Cream Parlor
nic ice cream,4.4,-14,30.722785,76.727659,Restaurant,Ice Cream Parlor
Kapoor dairy and ice cream,3.9,-15,30.733097,76.73746,Restaurant,Ice Cream Parlor
Cocoberry,4.3,-14,30.720929,76.759111,Restaurant,Ice Cream Parlor
Roll xpress,4.1,-926,30.734153,76.753341,Restaurant,Fast Food
The Burger Company,4.6,-49,30.734111,76.753168,Restaurant,Fast Food
Rai Fast Food service,N/A,N/A,30.732194,76.7397,Restaurant,Fast Food
Hash Guys,4,-338,30.73372,76.753289,Restaurant,Fast Food
Teng Fast Food Corner,4.6,-8,30.734964,76.748732,Restaurant,Fast Food
PunChin,4.5,-364,30.719526,76.729693,Restaurant,Fine Dining
7 West world Cuisine,2.3,-3,30.721641,76.75024,Restaurant,Fine Dining
theCafe@JW,4.4,-157,30.726723,76.766505,Restaurant,Fine Dining
Pashtun Restaurant,4.1,"-2,055",30.724594,76.764952,Restaurant,Fine Dining
XO,4.3,-52,30.727209,76.767707,Restaurant,Fine Dining
SWAGWICH,4.5,-10,30.733877,76.753581,Restaurant,Cafe
HUG A MUG,5,-24,30.732702,76.737952,Restaurant,Cafe
Caf� Coffee Day,4.1,-728,30.709815,76.721278,Restaurant,Cafe
Art & Ko,4.2,-286,30.717694,76.766267,Restaurant,Cafe
Dialogue Cafe,4.2,-560,30.72586,76.766818,Restaurant,Cafe
Bakers Bite Cafe,4.5,-150,30.726054,76.758585,Restaurant,Bakery
Sharma Bakery,4.4,-217,30.732218,76.733426,Restaurant,Bakery
BK 37,4.5,-501,30.736991,76.750134,Restaurant,Bakery
Custom Cakes | Bakery & Cake Shop in Sector 37 Chandigarh | Birthday Cake | Pastries,4.2,-26,30.736973,76.750148,Restaurant,Bakery
The Crown Patisserie - Cake Studio,3.7,-47,30.728216,76.758615,Restaurant,Bakery
Wild West Pub and Bar,4.1,-331,30.724778,76.765238,Restaurant,Bar
The Chandigarh bar,5,-1,30.740488,76.747071,Restaurant,Bar
Peddlers,4.1,"-2,094",30.720885,76.758999,Restaurant,Bar
CELLAR,4.2,-861,30.722144,76.760892,Restaurant,Bar
Wine and beer shop,4.3,-40,30.726112,76.751283,Restaurant,Bar
Wild West Pub and Bar,4.1,-331,30.724778,76.765238,Restaurant,Pub
Peddlers,4.1,"-2,094",30.720885,76.758999,Restaurant,Pub
CELLAR,4.2,-861,30.722144,76.760892,Restaurant,Pub
35 Brewhouse,4.3,-72,30.726969,76.766958,Restaurant,Pub
The Chandigarh bar,5,-1,30.740488,76.747071,Restaurant,Pub
Green Dot Expeditions,4.9,-63,30.729904,76.766987,Restaurant,Food Truck
Mom's Kitchen,3.9,-39,30.733772,76.75327,Restaurant,Buffet
Mohali�s Kitchen,5,-3,30.736255,76.741617,Restaurant,Buffet
Zaika Bahar,4,-4,30.731796,76.750137,Restaurant,Buffet
Deepak Dhaba Veg & Non-Veg,3.9,-885,30.726195,76.751224,Restaurant,Buffet
Roll xpress,4.1,-926,30.734153,76.753341,Restaurant,Buffet
Chicago delights pizza- sector 35 chandigarh,3.9,-12,30.724128,76.759951,Restaurant,Pizzeria
Pizza Hut,4.4,-342,30.735697,76.735324,Restaurant,Pizzeria
Dominic Pizza 40c,2.7,-70,30.736778,76.735072,Restaurant,Pizzeria
Don Clooney Pizzeria & Cafe,3.7,-3,30.721916,76.766913,Restaurant,Pizzeria
pizza freaker'z,4.7,-36,30.733925,76.753484,Restaurant,Pizzeria
Kapoor dairy and ice cream,3.9,-15,30.733097,76.73746,Restaurant,Ice Cream Parlor
Glace,5,-16,30.733725,76.753249,Restaurant,Ice Cream Parlor
PINTU KUMAR ICE CREAM SHOP,N/A,N/A,30.735172,76.739862,Restaurant,Ice Cream Parlor
Smiling Sugar,5,-29,30.726142,76.754737,Restaurant,Ice Cream Parlor
ELEVENSES (A Unit By Chef MG),5,-6,30.734946,76.746672,Restaurant,Ice Cream Parlor
Tamang Fast Food,4.2,-32,30.730367,76.766052,Restaurant,Fast Food
Roll xpress,4.1,-926,30.734153,76.753341,Restaurant,Fast Food
Eating house 23,4,-168,30.737893,76.766313,Restaurant,Fast Food
The Burger Company,4.6,-49,30.734111,76.753168,Restaurant,Fast Food
Bhagat Snacks & Food,4.2,-342,30.738593,76.732261,Restaurant,Fast Food
Zaika 41,4.1,-363,30.734134,76.736884,Restaurant,Fine Dining
Temptation,4.3,-7,30.728649,76.758292,Restaurant,Fine Dining
Tale of spice,5,-7,30.744755,76.741588,Restaurant,Fine Dining
Mikanos cafe,4,-100,30.746075,76.743373,Restaurant,Fine Dining
Kumar Rasoi,3.9,"-2,468",30.73837,76.748646,Restaurant,Fine Dining
Zorica's,4.1,-53,30.737091,76.750107,Restaurant,Cafe
SWAGWICH,4.5,-10,30.733877,76.753581,Restaurant,Cafe
Caf� Coffee Day,4.2,-811,30.748043,76.774987,Restaurant,Cafe
Mikanos cafe,4,-100,30.746075,76.743373,Restaurant,Cafe
French Press Cafe,4.1,-380,30.747141,76.7756,Restaurant,Cafe
Golden Bakery,4,-516,30.740058,76.748125,Restaurant,Bakery
BK 37,4.5,-501,30.736991,76.750134,Restaurant,Bakery
Custom Cakes | Bakery & Cake Shop in Sector 37 Chandigarh | Birthday Cake | Pastries,4.2,-26,30.736973,76.750148,Restaurant,Bakery
Bee Kay Confectioners,4.3,-25,30.736302,76.749847,Restaurant,Bakery
Classic 44 - The Premium Bakings,4.1,-168,30.734955,76.736598,Restaurant,Bakery
The Chandigarh bar,5,-1,30.740488,76.747071,Restaurant,Bar
The Gappa Bar,3.3,-7,30.738011,76.732307,Restaurant,Bar
Vinay's Bar-Be-Que,4.5,-23,30.737559,76.733399,Restaurant,Bar
Abhishek hr,N/A,N/A,30.744054,76.733553,Restaurant,Bar
38D Theka,5,-1,30.746278,76.743228,Restaurant,Bar
The Chandigarh bar,5,-1,30.740488,76.747071,Restaurant,Pub
90ML,5,-2,30.73185,76.738947,Restaurant,Pub
The Belgian waffle co.,4.3,-533,30.734127,76.753171,Restaurant,Pub
Bonkers - Juices & Shakes,4.9,-8,30.734404,76.753179,Restaurant,Pub
Verka booth,5,-4,30.742191,76.751474,Restaurant,Pub
Mom's Kitchen,3.9,-39,30.733772,76.75327,Restaurant,Buffet
Mohali�s Kitchen,5,-3,30.736255,76.741617,Restaurant,Buffet
Kumar Rasoi,3.9,"-2,468",30.73837,76.748646,Restaurant,Buffet
SOYA HUB ( Pure - Veg ),3.9,-630,30.739668,76.748573,Restaurant,Buffet
Hundred Spices Food Plaza,3.6,-18,30.743203,76.744672,Restaurant,Buffet
City pizzeria,4.8,-77,30.745211,76.743609,Restaurant,Pizzeria
Pizza Hut,4.4,-342,30.735697,76.735324,Restaurant,Pizzeria
Dominic Pizza 40c,2.7,-70,30.736778,76.735072,Restaurant,Pizzeria
Pizza 10,5,-315,30.745784,76.743552,Restaurant,Pizzeria
La Pino'z Pizza Sector-38,4,"-1,445",30.74609,76.743359,Restaurant,Pizzeria
Goel Juice & ice cream parlour,3.9,-58,30.743071,76.745597,Restaurant,Ice Cream Parlor
Baskin Robbins,4.4,-52,30.743537,76.744916,Restaurant,Ice Cream Parlor
Giani's Ice Cream,4.7,-44,30.743604,76.745029,Restaurant,Ice Cream Parlor
HF Super Ice Cream Parlour,5,-35,30.735808,76.735228,Restaurant,Ice Cream Parlor
Kapoor dairy and ice cream,3.9,-15,30.733097,76.73746,Restaurant,Ice Cream Parlor
Burger King,4.6,-150,30.678315,76.724094,Restaurant,Fast Food
"Burgrill, Sector 67 Mohali",4.2,-135,30.675855,76.73977,Restaurant,Fast Food
Scoobyard - Best fast Food Restaurant in Chandigarh,3.3,-4,30.694726,76.76969,Restaurant,Fast Food
Hungry Point,4,-4,30.680319,76.724763,Restaurant,Fast Food
"Sodhis Zaika, Best Fast Food, Street Food in Chandigarh",4.1,-721,30.700667,76.765781,Restaurant,Fast Food
Chhatwal's Haveli,4.1,-828,30.680004,76.745575,Restaurant,Fine Dining
Chhatwals Fish Corner Bar And Restaurant,3.9,-796,30.679329,76.746924,Restaurant,Fine Dining
BBQ TONIGHT,5,-1,30.688325,76.7377,Restaurant,Fine Dining
Blue Nite Beer Bar & Restaurant,4.1,-591,30.695946,76.768323,Restaurant,Fine Dining
The Chef Dude,4.3,-8,N/A,N/A,Restaurant,Fine Dining
W Cafe Wyndham Chandigarh Mohali,5,-1,30.685417,76.75034,Restaurant,Cafe
Lunch,3,-2,30.687978,76.760036,Restaurant,Cafe
Shivani Sweet,5,-3,30.683108,76.76366,Restaurant,Cafe
The Belgian Waffle Xpress,5,-4,30.682513,76.744992,Restaurant,Cafe
Amma desi bites,N/A,N/A,N/A,N/A,Restaurant,Cafe
B N BAKERS,4.1,"-1,267",30.686191,76.738758,Restaurant,Bakery
Best Baker & Cafe,4.9,-33,30.693888,76.732593,Restaurant,Bakery
Punjaban Bakery,5,-26,30.68506,76.748632,Restaurant,Bakery
Anand Bakers,4.4,-25,30.685269,76.739668,Restaurant,Bakery
Winni Cakes & More,4.6,-157,30.6826,76.743512,Restaurant,Bakery
JATT MEHKMA,5,-19,30.693647,76.743613,Restaurant,Bar
Parking,N/A,N/A,30.69339,76.743866,Restaurant,Bar
Vita Milk Bar,3.9,-34,30.693759,76.74856,Restaurant,Bar
juice corner,3.9,-7,30.687761,76.760357,Restaurant,Bar
Feeling Hungry,3.7,-97,30.68661,76.759526,Restaurant,Bar
Chinu Punjabi Dhaba,4,-8,30.679384,76.746908,Restaurant,Food Truck
Mohali Rocks Restaurant & Party Hall,5,-184,30.682598,76.743445,Restaurant,Buffet
Thali Prem- Served with love,3.5,-261,30.679167,76.747151,Restaurant,Buffet
Chinese Wok,3.2,-39,30.687806,76.737625,Restaurant,Buffet
BBQ TONIGHT,5,-1,30.688325,76.7377,Restaurant,Buffet
Mandarin Oak Phase 11 Mohali,N/A,N/A,30.676698,76.748262,Restaurant,Buffet
Shivani Sweet,5,-3,30.683108,76.76366,Restaurant,Ice Cream Parlor
Lovely Dairy,4,-75,30.691875,76.744538,Restaurant,Ice Cream Parlor
Make N Bake,5,-9,30.683779,76.754851,Restaurant,Ice Cream Parlor
CakesbyShweta,5,-28,30.683127,76.751146,Restaurant,Ice Cream Parlor
Battar & Crumbs,N/A,N/A,30.689425,76.760884,Restaurant,Ice Cream Parlor
Scoobyard - Best fast Food Restaurant in Chandigarh,3.3,-4,30.694726,76.76969,Restaurant,Fast Food
"Sodhis Zaika, Best Fast Food, Street Food in Chandigarh",4.1,-721,30.700667,76.765781,Restaurant,Fast Food
Burger King,4.5,"-1,560",30.709629,76.721275,Restaurant,Fast Food
Lucky Fast Food,4.1,-8,30.705459,76.758962,Restaurant,Fast Food
Bahadur Fast food,4.2,-5,30.705967,76.757507,Restaurant,Fast Food
Cup & Kitaab,4.3,"-1,439",30.686425,76.740848,Restaurant,Cafe
KAFE ALL NIGHT (THE BABBU MAAN STORE),4.6,-58,30.686082,76.739396,Restaurant,Cafe
Zoca Cafe Mohali,4.6,-153,30.687961,76.737506,Restaurant,Cafe
Cafe Plus Hospitality Services,5,-42,30.692315,76.733451,Restaurant,Cafe
Nescafe Cafe SD College,3.3,-3,30.70396,76.771193,Restaurant,Cafe
The Baker Smith - Best Eggless Bakery | Birthday Cake | Wedding Cake | Anniversary Cake | Customized Cakes | Best Cake Shop,4.9,-181,30.696337,76.748348,Restaurant,Bakery
Best Baker & Cafe,4.9,-33,30.693888,76.732593,Restaurant,Bakery
Flavours by Shivani,4.9,-475,30.695447,76.750431,Restaurant,Bakery
Grover�s Bakery & Confectionery,4.8,-65,30.693152,76.733812,Restaurant,Bakery
Taman Sweet Treats,4.9,-151,30.694584,76.737609,Restaurant,Bakery
JATT MEHKMA,5,-19,30.693647,76.743613,Restaurant,Bar
chacha snacks bar,N/A,N/A,30.697894,76.762628,Restaurant,Bar
Parking,N/A,N/A,30.69339,76.743866,Restaurant,Bar
Vita Milk Bar,3.9,-34,30.693759,76.74856,Restaurant,Bar
Vita Milk Bar,4.4,-91,30.696768,76.745337,Restaurant,Bar
Arora's Foods & Snacks,3.5,-155,30.697442,76.755351,Restaurant,Buffet
KUDRAT CATERERS | Best Catering services | Best caterers in Chandigarh and Mohali | Top wedding caterers,4.8,-71,30.694833,76.74382,Restaurant,Buffet
Coffea,4.6,-26,30.694234,76.756693,Restaurant,Buffet
Sarabjeet singh,5,-1,30.700615,76.755462,Restaurant,Ice Cream Parlor
Vita Milk Bar,4.4,-91,30.696768,76.745337,Restaurant,Ice Cream Parlor
Singh Quality Foods Departmental Store,3.7,-3,30.694188,76.756943,Restaurant,Ice Cream Parlor
Lovely Dairy,4,-75,30.691875,76.744538,Restaurant,Ice Cream Parlor
Flavorish bakers by Ms.Chanmeet kaur,N/A,N/A,30.693082,76.756669,Restaurant,Ice Cream Parlor
Burger King,4.5,"-1,560",30.709629,76.721275,Restaurant,Fast Food
Burgrill,4.2,-481,30.710211,76.721808,Restaurant,Fast Food
Burger Point 3B2,3.8,-769,30.712196,76.71926,Restaurant,Fast Food
Scoobyard - Best fast Food Restaurant in Chandigarh,3.3,-4,30.694726,76.76969,Restaurant,Fast Food
"Sodhis Zaika, Best Fast Food, Street Food in Chandigarh",4.1,-721,30.700667,76.765781,Restaurant,Fast Food
Nizam Dhaba halal restaurant,4.2,"-1,476",30.704917,76.758005,Restaurant,Fine Dining
Raj trader,4,-391,30.707638,76.755443,Restaurant,Fine Dining
Cafe Forty Five,N/A,N/A,30.707181,76.763303,Restaurant,Cafe
Cafe Bomban,5,-2,30.705056,76.75992,Restaurant,Cafe
Devender Baazigar,1,-1,30.706926,76.75935,Restaurant,Cafe
tea point,N/A,N/A,30.704772,76.75795,Restaurant,Cafe
Miway Internet Cafe,4.4,-26,30.705734,76.761762,Restaurant,Cafe
Rohit Bakery,3.8,-112,30.704897,76.757732,Restaurant,Bakery
Naina's Bakery Home Bakery in Chandigarh,N/A,N/A,30.73228,76.770713,Restaurant,Bakery
Marwari Bakers And Namkeen,4.3,-174,30.705994,76.757608,Restaurant,Bakery
Mom Bakers,3.5,-147,30.700193,76.765801,Restaurant,Bakery
Panda Bakes,4.8,-57,30.7039,76.759782,Restaurant,Bakery
Liquor wine and beer shop,4.5,-17,30.705114,76.762507,Restaurant,Bar
Drunker's heaven,4.4,-14,30.707475,76.757704,Restaurant,Bar
Bottoms Up,4,-83,30.713097,76.751858,Restaurant,Bar
Blue Nite Beer Bar & Restaurant,4.1,-591,30.695946,76.768323,Restaurant,Bar
Mohd Samshad Shop,N/A,N/A,30.708604,76.762968,Restaurant,Bar
Bottoms Up,4,-83,30.713097,76.751858,Restaurant,Pub
Blue Nite Beer Bar & Restaurant,4.1,-591,30.695946,76.768323,Restaurant,Pub
Drunker's heaven,4.4,-14,30.707475,76.757704,Restaurant,Pub
Shots,4.5,-19,30.713209,76.751783,Restaurant,Pub
Liquor store,3.8,-13,30.709103,76.774297,Restaurant,Pub
Guddu sweets burail,5,-1,30.706145,76.762911,Restaurant,Buffet
Daal Fulka dhaba,4,-117,30.704872,76.759492,Restaurant,Buffet
AL Azeem Dhaba Halal Restaurant,3.9,-324,30.704909,76.757985,Restaurant,Buffet
Nizam Dhaba halal restaurant,4.2,"-1,476",30.704917,76.758005,Restaurant,Buffet
Chandigarh Rasoi,3.8,-583,30.704875,76.75834,Restaurant,Buffet
La Pino'z Pizza Sector-32,4,-570,30.710502,76.772392,Restaurant,Pizzeria
City Pizzeria,5,-12,30.708202,76.774265,Restaurant,Pizzeria
Pizza Galleria,3.8,-193,30.710961,76.753848,Restaurant,Pizzeria
special pizza,5,-24,30.708948,76.751515,Restaurant,Pizzeria
Dominic's Pizza 46,4.3,-81,30.70051,76.765795,Restaurant,Pizzeria
Lotus Ice Cream,3.9,-14,30.709228,76.772929,Restaurant,Ice Cream Parlor
Baskin Robbins Sector 32 Chandigarh,3.6,-12,30.710724,76.772725,Restaurant,Ice Cream Parlor
Krafty cones,5,-39,30.700518,76.765787,Restaurant,Ice Cream Parlor
Sundae Faulda,N/A,N/A,30.694763,76.740523,Restaurant,Ice Cream Parlor
Gulshan Ice-cream Corner,4.7,-10,30.697256,76.767406,Restaurant,Ice Cream Parlor
Burger Point,3.8,-79,30.716223,76.744681,Restaurant,Fast Food
IMRAN FAST FOOD,2,-3,30.708241,76.762589,Restaurant,Fast Food
Town's King Fast Food,3.3,-76,30.714416,76.751756,Restaurant,Fast Food
M. Five Foods,4.2,-20,30.709374,76.761339,Restaurant,Fast Food
